Course,Age at enrollment,Daytime/evening attendance,Area,Caste,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target,Previous Qualification
History,16,1,Telangana,Kumrawat,0,0,0,1,Male,0,0,0,10.8,1.4,1.74,Dropout,7
Biology,10,1,Meghalaya,Pollar,0,0,0,1,Male,1,13.125,13,16.2,0.3,-0.92,Graduate,7
Biology,11,1,Maharashtra,Sarathe,0,0,0,1,Male,0,14.4,0,16.2,0.3,-0.92,Dropout,7
Foreign Language,12,1,Gujarat,Bharud,1,0,0,0,Male,0,12,0,10.8,1.4,1.74,Dropout,8
Sociology,12,1,Arunachal Pradesh,Kol,0,0,0,1,Male,0,0,0,10.8,1.4,1.74,Dropout,9
Physical Education,13,1,Pondicherry,Pillaimor,0,0,0,1,Male,0,0,0,15.5,2.8,-4.06,Dropout,8
Economics,16,1,Sikkim,Banjara,1,0,0,1,Female,0,10.8,10.5,13.9,-0.3,0.79,Enrolled,6
Art,12,1,Madhya Pradesh,Jasodi,0,0,0,1,Female,0,0,0,9.4,-0.8,-3.12,Dropout,7
Psychology,13,1,Chandigarh,Kewet,1,0,0,1,Female,1,16.13142857,15.52222222,11.1,0.6,2.02,Graduate,8
Psychology,14,1,Tripura,Verma,1,0,0,1,Female,1,14.83857143,14.8,12.4,0.5,1.79,Graduate,6
Other,10,0,Uttaranchal,Gara,0,0,0,1,Female,0,10.33333333,12,10.8,1.4,1.74,Dropout,8
Sociology,11,1,Pondicherry,Iyar,1,0,0,1,Female,0,12,11.25,7.6,2.6,0.32,Dropout,7
Chemistry,10,0,Himachal Pradesh,Addi Dirvisa,0,0,0,1,Female,1,0,0,8.9,1.4,3.51,Dropout,9
Sociology,15,1,Gujarat,Kurmi,1,0,0,1,Female,1,13.16666667,14,13.9,-0.3,0.79,Graduate,7
Psychology,15,1,Ladakh,Bharud,1,0,0,1,Female,1,13.9475,13.9475,9.4,-0.8,-3.12,Graduate,7
Art,13,1,Jharkhand,Sahu (Oilman),0,0,0,1,Female,0,11.33333333,0,9.4,-0.8,-3.12,Dropout,9
Chemistry,12,0,Madhya Pradesh,Kunval,0,0,0,1,Female,0,12.75,12.28571429,16.2,0.3,-0.92,Graduate,7
Economics,16,1,Sikkim,Paraiyar,1,0,0,1,Female,1,12.6,11.25,10.8,1.4,1.74,Graduate,7
Psychology,11,1,Manipur,Raghuransi,1,0,0,1,Female,0,12.25,12.25,12.7,3.7,-1.7,Dropout,7
Physical Education,10,1,Ladakh,Mooppar,0,0,0,1,Female,0,0,11.66666667,8.9,1.4,3.51,Enrolled,8
Other,12,0,Mizoram,Kumbhi,0,0,0,1,Female,1,11,11.4,9.4,-0.8,-3.12,Enrolled,6
Biology,11,1,Goa,Yadev,0,0,0,1,Female,0,11.83333333,12.7,15.5,2.8,-4.06,Graduate,7
Psychology,11,1,Karnataka,Kadambram,1,0,0,1,Female,0,13.06666667,13.06666667,12.7,3.7,-1.7,Dropout,6
English,14,1,Madhya Pradesh,Marer,0,0,1,1,Female,0,13.83333333,13.875,10.8,1.4,1.74,Graduate,8
Psychology,13,1,Delhi,Kali,0,0,0,1,Female,0,13.83333333,0,16.2,0.3,-0.92,Dropout,8
Computer Science,15,1,Bihar,Harjan,1,0,0,1,Female,0,11.8,13.2,10.8,1.4,1.74,Graduate,9
Physics,16,1,Lakshadweep,Nayar,1,0,0,1,Male,1,13.33333333,12.81818182,8.9,1.4,3.51,Enrolled,9
Psychology,13,1,Maharashtra,Kallar,1,0,0,1,Male,0,13.74625,13.74625,9.4,-0.8,-3.12,Graduate,6
Physics,10,1,Rajasthan,Anjari,1,0,0,1,Male,0,0,0,16.2,0.3,-0.92,Dropout,9
Chemistry,13,0,Pondicherry,Paingam,0,0,0,1,Male,0,0,0,9.4,-0.8,-3.12,Dropout,6
Computer Science,15,1,Chhattisgarh,Goundel,1,0,0,1,Male,0,0,0,16.2,0.3,-0.92,Dropout,9
Art,13,1,Telangana,Muddim,1,0,0,1,Female,1,13.33333333,14.5,10.8,1.4,1.74,Graduate,7
Political Science,10,1,Andaman & Nicobar Islands,Bhunjwa,1,0,0,1,Female,1,10,11.4,12.7,3.7,-1.7,Enrolled,6
History,14,1,Dadra & Nagar Haveli,Banji,1,0,0,1,Female,1,15.66666667,15.28571429,8.9,1.4,3.51,Graduate,8
Foreign Language,16,1,Manipur,Sai Teli,0,0,0,1,Female,0,11.85714286,11.85714286,16.2,0.3,-0.92,Graduate,9
History,15,1,West Bengal,Muddim,0,0,0,1,Female,0,14.5,13.6,9.4,-0.8,-3.12,Graduate,8
Political Science,14,1,Ladakh,B.C.,0,0,0,1,Female,0,12.16666667,13.71428571,15.5,2.8,-4.06,Graduate,8
Music,11,1,Dadra & Nagar Haveli,Lular,1,0,0,1,Female,0,12.6,12,11.1,0.6,2.02,Graduate,8
Psychology,14,1,Pondicherry,Kunval,1,0,0,1,Female,0,12.28571429,12.28571429,12.7,3.7,-1.7,Enrolled,8
Political Science,12,1,Goa,Pantaram,0,0,1,1,Female,1,12.66666667,13,8.9,1.4,3.51,Graduate,7
Psychology,10,1,Delhi,Verma,0,0,0,1,Female,0,0,0,16.2,0.3,-0.92,Dropout,9
Sociology,14,1,Maharashtra,Jain,1,0,0,1,Female,1,12.85714286,13,12.7,3.7,-1.7,Graduate,8
Psychology,16,1,Karnataka,Paraiyar,0,0,0,1,Female,0,13.9,13.9,12.7,3.7,-1.7,Graduate,9
Psychology,12,1,Karnataka,Vashnav,1,0,0,1,Female,1,13.81714286,13.81714286,10.8,1.4,1.74,Graduate,6
Physical Education,14,1,Meghalaya,Panka,0,0,0,1,Female,1,13.31428571,12.875,8.9,1.4,3.51,Graduate,9
Computer Science,16,1,Dadra & Nagar Haveli,Iyar,0,0,0,1,Female,0,0,0,7.6,2.6,0.32,Dropout,6
Sociology,14,1,Madhya Pradesh,Serva,1,0,0,1,Female,1,12.16666667,12.16666667,12.4,0.5,1.79,Graduate,6
Sociology,10,1,Manipur,Pillai,1,0,0,0,Female,1,11.25,11.33333333,7.6,2.6,0.32,Dropout,9
English,14,1,Tripura,Cheetamdr,0,0,0,1,Female,0,12.4,12.75,10.8,1.4,1.74,Enrolled,6
Music,12,1,Andaman & Nicobar Islands,Vallalam,1,1,0,1,Female,1,14.66666667,14.57142857,8.9,1.4,3.51,Graduate,7
History,16,1,Haryana,Banji,0,0,0,1,Female,0,12,12,11.1,0.6,2.02,Dropout,7
History,11,1,Kerala,Kahi,0,0,0,1,Female,0,14,12.66666667,12.4,0.5,1.79,Graduate,9
Biology,14,1,Andhra Pradesh,Julaha,0,0,0,1,Female,0,12.57142857,13.66666667,15.5,2.8,-4.06,Enrolled,8
History,10,1,Andhra Pradesh,Thevar,1,0,0,1,Female,0,15.53846154,12.625,15.5,2.8,-4.06,Graduate,9
Music,16,1,Jharkhand,Monchi,1,0,0,0,Female,0,0,0,13.9,-0.3,0.79,Dropout,7
Computer Science,16,1,Tamil Nadu,Kahar,1,0,0,1,Female,0,15,14.83333333,8.9,1.4,3.51,Graduate,6
Computer Science,12,1,Maharashtra,Darji (Tailor),1,0,0,1,Female,0,12.25,13.28571429,12.7,3.7,-1.7,Graduate,8
History,10,1,Assam,Vasudev,0,0,0,1,Female,0,15.69230769,15.55555556,8.9,1.4,3.51,Graduate,7
Other,12,0,Haryana,Sikhi,0,0,0,1,Female,1,12.28571429,12.75,16.2,0.3,-0.92,Graduate,6
Physics,11,1,Arunachal Pradesh,Hariagens,1,0,1,1,Female,0,11.83333333,11.25,11.1,0.6,2.02,Enrolled,6
Chemistry,10,0,Uttaranchal,Suryavansi,0,0,0,1,Female,0,12.16666667,14,12.7,3.7,-1.7,Enrolled,9
Physical Education,14,1,Orissa,Basade,1,0,0,1,Female,1,11.88888889,11.95625,12.7,3.7,-1.7,Graduate,7
Chemistry,14,0,Chhattisgarh,Marer,0,0,0,0,Female,0,0,0,10.8,1.4,1.74,Dropout,7
Art,16,1,Karnataka,Bhaina,0,0,0,1,Female,1,11.8,12.6,9.4,-0.8,-3.12,Graduate,8
Political Science,16,1,Uttar Pradesh,Guvati,1,0,0,1,Female,0,11.16666667,11.66666667,9.4,-0.8,-3.12,Graduate,6
Psychology,12,1,Mizoram,Shikari Pardhi,0,0,0,1,Female,0,14.05714286,14.6,16.2,0.3,-0.92,Graduate,7
Sociology,10,1,Haryana,Varma,1,0,0,1,Female,0,11.75,10,7.6,2.6,0.32,Dropout,8
Political Science,16,1,Uttaranchal,Rautasvam,0,0,0,1,Female,0,13.16666667,13,9.4,-0.8,-3.12,Enrolled,9
Political Science,12,1,West Bengal,Julaha,0,0,0,1,Female,1,13.5,14,15.5,2.8,-4.06,Graduate,9
Psychology,11,1,Goa,Manigaicr,1,0,0,1,Female,1,12.625,13.0625,15.5,2.8,-4.06,Graduate,7
History,13,1,Daman & Diu,Konar,0,0,0,1,Female,0,0,0,15.5,2.8,-4.06,Dropout,7
Psychology,16,1,Maharashtra,Thevar,1,0,0,1,Female,1,13.97142857,13.97142857,12.7,3.7,-1.7,Graduate,7
English,10,1,Andhra Pradesh,Jain,1,0,0,1,Female,0,11,0,9.4,-0.8,-3.12,Dropout,8
Other,13,0,Goa,Dhobi (Washerman),0,0,0,1,Female,0,12.8,15.33333333,10.8,1.4,1.74,Graduate,8
Art,14,1,Lakshadweep,Kamalar,1,0,0,1,Female,1,13.57142857,12.8,12.4,0.5,1.79,Enrolled,6
Physics,10,1,Tamil Nadu,Sarathe,1,0,0,0,Female,1,0,0,12.7,3.7,-1.7,Dropout,8
History,15,1,Assam,Varma,0,0,1,1,Female,0,11.5,11,10.8,1.4,1.74,Enrolled,7
Sociology,10,1,Uttar Pradesh,Nisad,1,0,0,1,Female,0,11.25,12,10.8,1.4,1.74,Enrolled,6
Other,13,0,Manipur,Nai (Barber),0,0,0,1,Female,0,13.71428571,13.14285714,16.2,0.3,-0.92,Graduate,8
Economics,16,1,Delhi,Rathor,0,0,0,0,Female,0,0,0,12.7,3.7,-1.7,Dropout,7
Computer Science,15,1,Delhi,Dhanvar,1,0,1,0,Female,0,12,14.66666667,12.4,0.5,1.79,Dropout,8
Chemistry,11,0,Nagaland,F.C.,0,0,0,1,Female,1,12.66666667,13.33333333,12.7,3.7,-1.7,Graduate,9
Psychology,15,1,Maharashtra,Kandyadr,1,0,0,1,Female,1,13.29,13.29,9.4,-0.8,-3.12,Enrolled,8
Other,14,0,Daman & Diu,Vashnav,0,0,0,1,Female,0,10.375,10.44444444,7.6,2.6,0.32,Enrolled,7
Chemistry,13,0,Uttar Pradesh,Pillaimor,0,0,0,0,Female,0,12,13,9.4,-0.8,-3.12,Dropout,6
Chemistry,16,0,Madhya Pradesh,Kunval,0,0,0,1,Female,0,11.4,11.16666667,7.6,2.6,0.32,Graduate,8
Other,15,0,Karnataka,Mooppar,0,0,1,0,Female,0,13.25,12.6,16.2,0.3,-0.92,Dropout,8
Psychology,10,1,Kerala,Tshima Miar,0,0,0,1,Female,0,13.86166667,0,12.4,0.5,1.79,Dropout,6
Music,12,1,Gujarat,Nanda,0,0,0,1,Female,1,12.16666667,12.14285714,15.5,2.8,-4.06,Graduate,9
Political Science,12,1,Pondicherry,Thevar,0,0,0,1,Female,0,13.75,14.5,16.2,0.3,-0.92,Graduate,9
Psychology,15,1,Rajasthan,Sai Teli,1,0,0,1,Female,1,15.43333333,15.43333333,7.6,2.6,0.32,Graduate,6
Chemistry,14,0,Delhi,Nadar,0,0,0,1,Female,1,13.83333333,15.5,11.1,0.6,2.02,Graduate,7
Other,15,0,Tamil Nadu,Gada,0,0,0,1,Female,0,11.83333333,11.36363636,12.7,3.7,-1.7,Graduate,9
Physical Education,14,1,Maharashtra,Muredhia,1,0,0,1,Female,0,0,0,16.2,0.3,-0.92,Dropout,7
Political Science,15,1,Dadra & Nagar Haveli,Muddim,0,0,0,1,Female,0,0,0,10.8,1.4,1.74,Dropout,7
Physical Education,12,1,Uttar Pradesh,Pollar,1,1,0,1,Female,0,12.33333333,12.625,12.7,3.7,-1.7,Enrolled,7
English,10,1,Jammu & Kashmir,Nanda,1,0,0,1,Female,0,11.16666667,12.16666667,7.6,2.6,0.32,Graduate,7
History,15,1,Meghalaya,Jhhimmer,1,0,0,1,Female,1,14.66666667,12.42857143,8.9,1.4,3.51,Graduate,9
Economics,16,1,Tripura,Sutare,1,0,0,1,Female,0,11.2,11.75,10.8,1.4,1.74,Enrolled,9
Political Science,15,1,Tripura,Reddy,0,0,0,1,Female,0,13.71428571,14.16666667,13.9,-0.3,0.79,Graduate,8
Economics,14,1,Jammu & Kashmir,Deyar,1,0,0,1,Male,0,12.8,11.44444444,10.8,1.4,1.74,Graduate,7
Music,14,1,Gujarat,Pathan,1,0,0,1,Female,0,13.25,11.8,12.4,0.5,1.79,Graduate,9
Psychology,11,1,Himachal Pradesh,Rathor,1,0,0,1,Female,0,13.78,13.78,9.4,-0.8,-3.12,Dropout,9
Psychology,12,1,Jammu & Kashmir,Kushwaha,1,0,0,1,Female,0,15.11,15.11,10.8,1.4,1.74,Graduate,9
Political Science,15,1,Rajasthan,Chawhan,0,0,0,1,Female,0,11,11.2,10.8,1.4,1.74,Graduate,7
Psychology,12,1,Delhi,Naveethm,1,0,0,1,Female,1,15.79857143,15.79857143,10.8,1.4,1.74,Graduate,6
Psychology,10,1,Tamil Nadu,Dhimer,1,0,0,1,Female,0,13.77571429,15.6,12.4,0.5,1.79,Graduate,9
Psychology,16,1,Gujarat,Dhanvar,1,0,0,1,Female,0,12.16,12.16,10.8,1.4,1.74,Graduate,8
Physical Education,13,1,Rajasthan,Nisad,1,0,0,1,Female,0,0,0,10.8,1.4,1.74,Dropout,7
Music,10,1,Jharkhand,M.B.C.,1,0,0,1,Female,0,14.33333333,15.5,12.4,0.5,1.79,Graduate,7
English,15,1,Ladakh,Thevar,1,0,0,1,Female,0,11.83333333,13.33333333,9.4,-0.8,-3.12,Enrolled,6
History,11,1,Pondicherry,Dhobi (Washerman),1,0,0,0,Female,0,14.83333333,12.5,8.9,1.4,3.51,Enrolled,6
Psychology,14,1,Chandigarh,Patkar,0,0,0,1,Female,0,14.2,14.2,12.7,3.7,-1.7,Graduate,7
History,11,1,Daman & Diu,Konar,1,0,0,1,Female,0,12.2,13.2,10.8,1.4,1.74,Graduate,8
Foreign Language,14,1,Assam,Marer,1,0,0,1,Female,0,13,13.66666667,9.4,-0.8,-3.12,Graduate,8
Psychology,13,1,Andhra Pradesh,Bhil,1,0,0,1,Female,1,12.48571429,12.48571429,12.7,3.7,-1.7,Graduate,8
History,13,1,Andaman & Nicobar Islands,Hariagens,1,0,0,1,Female,0,17,16.28571429,11.1,0.6,2.02,Graduate,8
Political Science,10,1,Chandigarh,Gomolu,1,0,0,1,Female,0,10.8,10.16666667,8.9,1.4,3.51,Graduate,9
Psychology,10,1,Dadra & Nagar Haveli,Gujar,1,0,0,1,Female,0,14.71666667,14.71666667,7.6,2.6,0.32,Graduate,9
History,13,1,Meghalaya,Parmyiar,1,0,0,1,Female,1,13.5,11.4,10.8,1.4,1.74,Enrolled,6
Psychology,15,1,Haryana,Pantaram,1,0,0,1,Female,1,11.97142857,11.97142857,12.7,3.7,-1.7,Enrolled,9
History,12,1,Goa,Ambalam,0,0,0,1,Female,0,12,13.5,7.6,2.6,0.32,Enrolled,8
Chemistry,13,0,Jammu & Kashmir,Kewet,0,0,0,1,Female,0,12.33333333,11.66666667,10.8,1.4,1.74,Graduate,9
History,11,1,Haryana,Umblar,1,0,0,1,Female,0,15.30769231,13.875,15.5,2.8,-4.06,Graduate,8
Psychology,16,1,Delhi,Pallai,1,0,0,1,Female,1,12.66666667,12.66666667,7.6,2.6,0.32,Graduate,7
Psychology,14,1,Andaman & Nicobar Islands,Mooppar,1,0,0,1,Female,1,14.368,14.44875,15.5,2.8,-4.06,Graduate,9
Psychology,15,1,Himachal Pradesh,Kadambram,0,0,0,1,Female,0,12.08428571,12.08428571,10.8,1.4,1.74,Graduate,9
History,10,1,Bihar,Cheltian,1,0,0,1,Female,0,12.25,12.2,12.4,0.5,1.79,Enrolled,9
Sociology,13,1,Manipur,Basade,0,0,0,1,Female,0,12.2,11.6,16.2,0.3,-0.92,Enrolled,7
Political Science,10,1,Karnataka,Kewamkat,0,0,0,1,Female,1,11,11.5,9.4,-0.8,-3.12,Graduate,6
Chemistry,12,0,Nagaland,Baba,1,0,0,1,Female,0,12.8,11,9.4,-0.8,-3.12,Graduate,7
Psychology,15,1,Maharashtra,Ambalm,0,0,0,1,Female,1,11.85714286,11.85714286,12.7,3.7,-1.7,Graduate,6
Sociology,12,1,Maharashtra,M.B.C.,0,0,0,1,Female,0,12.28571429,13,8.9,1.4,3.51,Graduate,7
Foreign Language,10,1,Meghalaya,Velalar,0,0,0,1,Female,0,12.33333333,13.5,7.6,2.6,0.32,Dropout,9
Political Science,14,1,Tamil Nadu,Nayar,0,0,0,1,Female,1,11.25,11.4,15.5,2.8,-4.06,Graduate,7
Political Science,16,1,Madhya Pradesh,Kahar,0,0,1,1,Female,0,0,0,11.1,0.6,2.02,Dropout,7
English,11,1,Sikkim,Bania,1,0,0,1,Female,0,16,16,7.6,2.6,0.32,Dropout,9
Chemistry,13,0,Uttar Pradesh,Kamalar,0,0,0,1,Female,0,11.66666667,11,7.6,2.6,0.32,Graduate,9
Physical Education,11,1,Gujarat,Kahar,0,0,0,1,Female,0,12.4,12.15,12.4,0.5,1.79,Enrolled,9
Physical Education,10,1,Rajasthan,Paingam,1,0,0,1,Female,0,10.74444444,11.8375,12.7,3.7,-1.7,Enrolled,9
Political Science,13,1,Lakshadweep,St,0,0,0,1,Female,0,0,0,15.5,2.8,-4.06,Dropout,6
Psychology,11,1,Mizoram,Jhhimmer,1,0,0,1,Female,0,12,12.5625,11.1,0.6,2.02,Dropout,9
History,12,1,Goa,Paingam,0,0,0,0,Female,1,12.75,10,8.9,1.4,3.51,Enrolled,8
Economics,12,1,Lakshadweep,Addi Dirvisa,1,0,0,1,Female,0,10,11,7.6,2.6,0.32,Enrolled,6
Psychology,13,1,Delhi,Sain,0,0,0,1,Female,0,13.4173913,13.4173913,7.6,2.6,0.32,Graduate,6
Music,14,1,Jharkhand,Patel,1,0,0,1,Female,0,15.16666667,14.85714286,7.6,2.6,0.32,Graduate,8
Biology,12,1,Kerala,Sutare,0,0,1,1,Female,0,13.83333333,12.5,16.2,0.3,-0.92,Graduate,6
History,12,1,Nagaland,Addi Dirvisa,1,0,0,1,Female,0,13.33333333,14.8,7.6,2.6,0.32,Graduate,7
Physics,12,1,Uttar Pradesh,Manigaicr,1,0,1,1,Female,0,0,0,12.7,3.7,-1.7,Enrolled,6
Foreign Language,11,1,Telangana,Pallai,1,0,0,1,Female,0,11.66666667,10.66666667,9.4,-0.8,-3.12,Dropout,8
History,10,1,Telangana,Yadav,1,0,0,1,Female,0,15,13.42857143,16.2,0.3,-0.92,Graduate,7
Psychology,16,1,Madhya Pradesh,Julaha,1,0,0,1,Female,1,13.24285714,13.24285714,12.7,3.7,-1.7,Enrolled,6
Computer Science,13,1,West Bengal,Gomolu,1,0,0,1,Female,0,13,12.5,12.7,3.7,-1.7,Dropout,7
Psychology,14,1,Madhya Pradesh,Brahmin,1,0,0,1,Female,1,13.075,12.05,12.4,0.5,1.79,Graduate,7
Art,14,1,Bihar,Dilai,1,0,0,1,Female,1,13.5,13.66666667,10.8,1.4,1.74,Graduate,7
Other,11,0,Lakshadweep,Rautasvam,1,0,0,1,Female,1,11.8,12.33333333,9.4,-0.8,-3.12,Graduate,8
Sociology,16,1,Manipur,Paingam,1,0,0,0,Female,0,12.6,11.8,11.1,0.6,2.02,Enrolled,6
Foreign Language,12,1,Tamil Nadu,Vidivar,0,0,0,1,Female,0,12.16666667,11,7.6,2.6,0.32,Dropout,6
Political Science,10,1,Andaman & Nicobar Islands,Chaman,1,0,0,1,Female,0,12.16666667,11,8.9,1.4,3.51,Graduate,9
Physics,14,1,Arunachal Pradesh,Chaman,1,0,0,1,Female,0,0,0,9.4,-0.8,-3.12,Dropout,8
Psychology,13,1,Arunachal Pradesh,Jaiswal,0,0,0,1,Female,0,13.55714286,13.2,12.4,0.5,1.79,Graduate,7
Other,15,0,Bihar,Gara,0,0,0,1,Female,1,12.25,11.8,10.8,1.4,1.74,Enrolled,9
English,13,1,Mizoram,Cheetamdr,1,0,0,1,Female,0,14.33333333,13.5,9.4,-0.8,-3.12,Graduate,7
Music,10,1,Madhya Pradesh,Goundel,1,0,0,1,Female,0,10.5,11.75,7.6,2.6,0.32,Graduate,8
Music,10,1,Mizoram,Harjan,1,0,0,1,Female,0,0,0,7.6,2.6,0.32,Dropout,8
Foreign Language,15,1,Himachal Pradesh,Ahir,1,0,0,1,Female,0,12.75,11.33333333,10.8,1.4,1.74,Enrolled,7
Political Science,13,1,Assam,Pantaram,1,0,0,1,Female,1,0,11,7.6,2.6,0.32,Enrolled,8
Economics,16,1,Pondicherry,Bangali,1,0,0,1,Female,0,14,14,7.6,2.6,0.32,Enrolled,8
Psychology,15,1,Karnataka,Kurmi,1,0,0,1,Female,1,14.09333333,15,11.1,0.6,2.02,Graduate,7
Political Science,13,1,Meghalaya,Vidivar,0,0,0,1,Female,1,13.33333333,13.16666667,9.4,-0.8,-3.12,Graduate,6
Psychology,15,1,Andaman & Nicobar Islands,Chipa,1,0,0,1,Female,0,12.07142857,12.07142857,12.7,3.7,-1.7,Graduate,6
Sociology,14,1,Mizoram,Jasodi,1,0,0,1,Female,1,12.66666667,12.5,12.4,0.5,1.79,Graduate,9
History,11,1,Orissa,Naidu,1,0,1,1,Female,0,12.125,12,12.4,0.5,1.79,Enrolled,8
Psychology,11,1,Goa,Kalar,1,0,0,1,Female,1,13.2,13.2575,15.5,2.8,-4.06,Graduate,7
Psychology,13,1,Kerala,Muslman (Syed),1,0,0,1,Female,1,14.15,14.51125,15.5,2.8,-4.06,Graduate,6
Foreign Language,10,1,Rajasthan,Hariagens,1,0,1,1,Female,0,13.5,10.66666667,10.8,1.4,1.74,Enrolled,9
Foreign Language,15,1,Pondicherry,Mehra,0,0,1,0,Female,0,0,0,10.8,1.4,1.74,Dropout,8
Physical Education,10,1,Dadra & Nagar Haveli,Patkar,0,0,0,1,Female,0,12.2,11.4,11.1,0.6,2.02,Dropout,9
History,13,1,Andaman & Nicobar Islands,Guvati,1,0,0,1,Female,0,14.8,14,12.7,3.7,-1.7,Graduate,6
Political Science,15,1,Uttar Pradesh,Teli,1,0,0,1,Female,0,11,11.4,7.6,2.6,0.32,Graduate,6
Other,10,0,Manipur,Umblar,1,0,0,1,Female,0,0,0,7.6,2.6,0.32,Enrolled,7
History,13,1,Gujarat,Sai Teli,1,0,0,1,Female,0,14,11.75,9.4,-0.8,-3.12,Enrolled,8
Chemistry,12,0,Tamil Nadu,Nisad,0,0,0,1,Female,0,11.83333333,13,16.2,0.3,-0.92,Graduate,6
Art,11,1,Madhya Pradesh,Manigaicr,0,0,0,1,Female,0,11.75,11.8,7.6,2.6,0.32,Graduate,7
Sociology,15,1,Uttaranchal,Konavar,1,0,0,1,Female,0,12.33333333,12,9.4,-0.8,-3.12,Graduate,9
Other,12,0,West Bengal,Kalra,0,0,0,1,Female,0,11.66666667,11.83333333,9.4,-0.8,-3.12,Dropout,6
History,15,1,Andhra Pradesh,Vijmar,1,0,0,1,Female,0,12.66666667,11.5,13.9,-0.3,0.79,Enrolled,8
Foreign Language,11,1,Lakshadweep,Katnatam,1,0,0,1,Female,0,12.25,11.6,10.8,1.4,1.74,Enrolled,8
Sociology,10,1,Tripura,Thevar,0,0,0,1,Female,1,11.28571429,13.5,16.2,0.3,-0.92,Graduate,6
Economics,10,1,Karnataka,Kurma,1,0,1,0,Female,0,11.5,0,12.7,3.7,-1.7,Dropout,6
Sociology,13,1,Uttaranchal,Vijmar,1,0,0,1,Female,1,11.66666667,12.25,9.4,-0.8,-3.12,Graduate,8
Psychology,13,1,Andaman & Nicobar Islands,Parmyiar,0,0,0,1,Female,1,13.51428571,13.51428571,12.7,3.7,-1.7,Graduate,7
Music,13,1,Jammu & Kashmir,Suryavansi,1,0,0,1,Female,0,13,13.71428571,7.6,2.6,0.32,Graduate,8
Foreign Language,11,1,Chandigarh,Asari,1,0,0,1,Female,0,15,10.25,9.4,-0.8,-3.12,Enrolled,7
Psychology,15,1,Meghalaya,Gupta,1,0,0,1,Female,1,12.74428571,12.74428571,10.8,1.4,1.74,Graduate,6
Economics,13,1,Nagaland,Thevar,0,0,0,1,Female,0,11.75,11.8,11.1,0.6,2.02,Graduate,8
Chemistry,14,0,Uttar Pradesh,Naveethm,1,0,1,1,Female,0,12.16666667,11.66666667,10.8,1.4,1.74,Graduate,7
Physics,13,1,Arunachal Pradesh,Kallar,1,0,0,1,Female,0,0,0,15.5,2.8,-4.06,Enrolled,7
English,13,1,Orissa,Ambacam,1,0,0,1,Female,1,13.4,12.375,13.9,-0.3,0.79,Graduate,7
Political Science,10,1,Jammu & Kashmir,Banji,1,0,0,1,Female,0,11.8,11.5,7.6,2.6,0.32,Dropout,7
Psychology,15,1,Rajasthan,Bamam,1,0,0,1,Female,0,13.53333333,13.53333333,7.6,2.6,0.32,Graduate,9
Sociology,16,1,Karnataka,Chetiar,1,0,0,1,Female,1,14.16666667,14,15.5,2.8,-4.06,Graduate,9
Psychology,13,1,Andaman & Nicobar Islands,Varua,0,0,0,1,Female,1,14.65285714,14.75555556,12.4,0.5,1.79,Graduate,9
Physics,14,1,Madhya Pradesh,Pillai,1,0,0,0,Female,0,0,0,7.6,2.6,0.32,Dropout,9
Economics,10,1,Himachal Pradesh,Jain,0,0,0,1,Male,0,13.6,13,9.4,-0.8,-3.12,Graduate,7
Sociology,13,1,Telangana,Kanojia,0,0,0,1,Female,1,12.83333333,13.25,16.2,0.3,-0.92,Graduate,8
Political Science,10,1,Lakshadweep,Asari,1,0,0,1,Female,1,14.66666667,15.16666667,9.4,-0.8,-3.12,Graduate,9
Music,12,1,Nagaland,Serva,1,0,0,1,Female,0,13.33333333,14.66666667,12.4,0.5,1.79,Graduate,7
Political Science,16,1,Lakshadweep,Cheetamdr,0,0,0,0,Female,1,13.4,11.4,10.8,1.4,1.74,Graduate,8
Psychology,12,1,Mizoram,Darji (Tailor),1,0,0,1,Female,1,13.3125,15.6375,13.9,-0.3,0.79,Graduate,9
Physics,14,1,Pondicherry,Kumhar (Potter),1,0,1,0,Female,0,0,0,8.9,1.4,3.51,Dropout,7
Music,16,1,West Bengal,Sanyasi,1,0,1,0,Female,0,0,0,12.4,0.5,1.79,Dropout,8
Music,13,1,Tripura,Barber/Nai,1,0,0,1,Female,1,12.33333333,13.5,9.4,-0.8,-3.12,Graduate,9
Music,15,1,Sikkim,Muslman (Syed),0,0,0,1,Female,0,13.5,13.33333333,12.4,0.5,1.79,Enrolled,6
Political Science,16,1,Tripura,Shikari Pardhi,1,0,0,1,Female,0,13,11.83333333,10.8,1.4,1.74,Graduate,6
Art,14,1,Daman & Diu,Deyar,0,0,0,1,Female,0,12.5,0,9.4,-0.8,-3.12,Dropout,6
Political Science,12,1,Uttaranchal,Asari,0,0,0,1,Female,0,17,16,12.4,0.5,1.79,Graduate,8
Political Science,15,1,Delhi,Manigaicr,1,0,0,1,Female,0,13.5,13,10.8,1.4,1.74,Graduate,9
Sociology,15,1,Andaman & Nicobar Islands,Sachiyar,1,0,0,1,Female,0,12.71428571,11.83333333,8.9,1.4,3.51,Graduate,6
Psychology,13,1,Manipur,Pathan,0,0,0,1,Female,1,13,13.92727273,16.2,0.3,-0.92,Graduate,9
